"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
52,NARIÑO,52683,SANDONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,3,1,1,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52287,FUNES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,2,2,2,1.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52390,LA TOLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,2,2,2,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52352,ILES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,2,2,3,2.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54206,CONVENCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,180,165,1980,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54099,BOCHALEMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,84,4,44,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54245,EL CARMEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,83,53,795,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54385,LA ESPERANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,62,18,270,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54800,TEORAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,60,60,480,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54109,BUCARASICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,49,27,405,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54003,ABREGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,47,40,352,8.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54128,CACHIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,37,7,78,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54239,DURANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,35,31,92,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54261,EL ZULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,33,33,390,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54344,HACARI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54398,LA PLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54418,LOURDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,18,14,98,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54051,ARBOLEDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,15,10,100,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54377,LABATECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,15,13,65,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54670,SAN CALIXTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,14,12,156,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54599,RAGONVALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,12,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54223,CUCUTILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,11,5,75,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54172,CHINACOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54820,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54498,OCAÑA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,9,4,32,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54871,VILLA CARO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,9,6,36,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54743,SILOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54313,GRAMALOTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,4,1,1,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54680,SANTIAGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,4,3,30,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54518,PAMPLONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,3,3,24,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,33,6,48,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
86,PUTUMAYO,86755,SAN FRANCISCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,7,5,30,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
86,PUTUMAYO,86749,SIBUNDOY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,5,5,100,20,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
86,PUTUMAYO,86219,COLON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,4,4,32,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63470,MONTENEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,819,460,3680,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63001,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,461,256,2559,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63272,FILANDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,309,235,1316,5.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63594,QUIMBAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,301,292,2245,7.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63548,PIJAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,270,240,1200,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63130,CALARCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,230,185,1295,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63690,SALENTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,188,133,665,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63401,LA TEBAIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,178,171,2394,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63190,CIRCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,50,36,266,7.49,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63212,CORDOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,43,27,203,7.52,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63302,GENOVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,22,12,70,5.98,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
63,QUINDIO,63111,BUENAVISTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,17,13,118,9.01,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66001,PEREIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,981,780,8426,10.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66318,GUATICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,800,70,840,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66045,APIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,315,184,2947,16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66682,SANTA ROSA DE CABAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,203,104,441,4.26,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66440,MARSELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,171,160,960,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66088,BELEN DE UMBRIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,130,100,1260,12.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66594,QUINCHIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,90,39,472,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66687,SANTUARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,88,8,65,8.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66075,BALBOA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,74,74,956,12.92,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66383,LA CELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,51,41,344,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66170,DOS QUEBRADAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,33,25,250,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66400,LA VIRGINIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,16,14,167,12.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
66,RISARALDA,66456,MISTRATO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,6,72,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68235,EL CARMEN DE CHUCURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,1520,1300,3900,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68318,GUACA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,1520,35,140,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,1383,451,1714,3.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68385,LANDAZURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,545,520,3640,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,524,464,6032,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68406,LEBRIJA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,160,80,960,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68255,EL PLAYON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,137,124,1132,9.13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68820,TONA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,129,20,80,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68229,CURITI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,99,29,203,7.01,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68271,FLORIAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,75,60,1500,25,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68745,SIMACOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,69,45,180,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68547,PIEDECUESTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,60,40,320,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68872,VILLANUEVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,60,30,150,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68092,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,58,40,360,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68684,SAN JOSE DE MIRANDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,43,13,65,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68780,SURATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,40,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68101,BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,30,20,200,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68190,CIMITARRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,26,14,53,3.79,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68079,BARICHARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,22,18,108,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68207,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,21,18,126,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68209,CONFINES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,20,12,96,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68895,ZAPATOCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,20,20,80,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68001,BUCARAMANGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,18,12,108,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68370,JORDAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,13,9,45,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68051,ARATOCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,12,12,240,20,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68266,ENCISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,12,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68432,MALAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,9,81,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68669,SAN ANDRES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68686,SAN MIGUEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,10,10,70,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68320,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,9,9,54,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68152,CARCASI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,8,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68498,OCAMONTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,8,3,12,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68679,SAN GIL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,7,3,45,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68245,EL GUACAMAYO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,7,4,20,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68327,GUEPSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68502,ONZAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,6,1,2,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68720,SANTA HELENA DEL OPON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,5,5,35,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68217,COROMORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,4,4,20,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68147,CAPITANEJO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70508,OVEJAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,588,548,3836,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70204,COLOSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,70,50,250,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70230,CHALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,59,49,735,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70221,COVEÑAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,1,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73283,FRESNO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,6095,6095,24380,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73443,MARIQUITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,1070,1025,8713,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73152,CASABIANCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,911,574,3234,5.63,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73026,ALVARADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,621,277,2493,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73270,FALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,577,527,5270,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73520,PALOCABILDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,393,283,1415,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73043,ANZOATEGUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,327,35,350,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73347,HERVEO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,323,310,2780,8.97,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73624,ROVIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,264,194,1940,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73411,LIBANO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,195,134,938,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73504,ORTEGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,169,143,858,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73124,CAJAMARCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,158,126,252,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73675,SAN ANTONIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,148,3,24,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73408,LERIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,145,50,260,5.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73067,ATACO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,131,116,348,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73678,SAN LUIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,130,110,1320,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73616,RIOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,120,100,800,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73555,PLANADAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,105,70,350,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73870,VILLAHERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,104,100,1000,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73168,CHAPARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,80,80,320,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73861,VENADILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,75,50,500,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73349,HONDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,50,50,500,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73001,IBAGUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,30,22,220,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73055,ARMERO (GUAYABAL),FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,28,28,78,2.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73854,VALLE DE SAN JUAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,23,14,140,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76736,SEVILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,384,320,9600,30,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76122,CAICEDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,321,312,4368,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76054,ARGELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,233,227,2270,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76520,PALMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,139,103,1030,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76828,TRUJILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,115,70,630,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76233,DAGUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,84,50,690,13.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76845,ULLOA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,83,82,652,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76606,RESTREPO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,68,68,578,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76020,ALCALA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,60,28,196,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76246,EL CAIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,58,56,536,9.57,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76863,VERSALLES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2016,2016,54,47,282,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
